SSDT (System Service Descriptor Table), RAM analizi sırasında değil, ancak Windows işletim sistemi içinde çalışan çekirdek modundaki işlemlerin sistem çağrılarına erişimini yönetmek için kullanılır. SSDT, işletim sisteminin güvenliği ve doğru işleyişi için kritik bir rol oynar

"C:\Users\technopc\Downloads\VolatilityWorkbench\vol.exe" -f "C:\Users\technopc\Desktop\volatility3\20240516.mem" windows.ssdt.SSDT 
Volatility 3 Framework 2.5.0
Index	Address	Module	Symbol
53	0xf8020ff3c550	ntoskrnl	NtQueryDirectoryFile
54	0xf8020ff7d2a0	ntoskrnl	NtQuerySystemInformation
55	0xf8020fefa350	ntoskrnl	NtOpenSection
56	0xf802101f9b00	ntoskrnl	NtQueryTimer
57	0xf8020ff26d80	ntoskrnl	NtFsControlFile
58	0xf8020ff1af30	ntoskrnl	NtWriteVirtualMemory
59	0xf8020ff32130	ntoskrnl	NtCloseObjectAuditAlarm
60	0xf8020fed1730	ntoskrnl	NtDuplicateObject
61	0xf8020ffb3cb0	ntoskrnl	NtQueryAttributesFile
62	0xf8020ff20380	ntoskrnl	NtClearEvent
63	0xf8020ff1af60	ntoskrnl	NtReadVirtualMemory
64	0xf8020fefa280	ntoskrnl	NtOpenEvent
65	0xf8020ff661f0	ntoskrnl	NtAdjustPrivilegesToken
66	0xf8020ff8cc00	ntoskrnl	NtDuplicateToken
67	0xf8020fc186b0	ntoskrnl	NtContinue
68	0xf8020ffcbe20	ntoskrnl	NtQueryDefaultUILanguage
69	0xf8020ffcf900	ntoskrnl	NtQueueApcThread
70	0xf8020fbcc0e0	ntoskrnl	NtYieldExecution
71	0xf802101ffa60	ntoskrnl	NtAddAtom
72	0xf8020ff8a090	ntoskrnl	NtCreateEvent
73	0xf8020fe8b7a0	ntoskrnl	NtQueryVolumeInformationFile
74	0xf8020ffa39d0	ntoskrnl	NtCreateSection

75	0xf8020ff2d1f0	ntoskrnl	NtFlushBuffersFile
76	0xf8020fefc200	ntoskrnl	NtApphelpCacheControl
77	0xf802101ac020	ntoskrnl	NtCreateProcessEx
78	0xf802101ac0c0	ntoskrnl	NtCreateThread
79	0xf8020ff43770	ntoskrnl	NtIsProcessInJob
80	0xf8020ff875e0	ntoskrnl	NtProtectVirtualMemory
81	0xf8020ff3ffb0	ntoskrnl	NtQuerySection
82	0xf8020ff2dfc0	ntoskrnl	NtResumeThread
83	0xf8020ffe5d50	ntoskrnl	NtTerminateThread
84	0xf80210176a80	ntoskrnl	NtReadRequestData
85	0xf8020ff93e50	ntoskrnl	NtCreateFile
86	0xf8020ff417a0	ntoskrnl	NtQueryEvent
87	0xf80210176c00	ntoskrnl	NtWriteRequestData
88	0xf8020fefa3e0	ntoskrnl	NtOpenDirectoryObject
89	0xf8020ff37cf0	ntoskrnl	NtAccessCheckByTypeAndAuditAlarm
90	0xf802101f6620	ntoskrnl	NtQuerySystemTime
91	0xf8020ff18600	ntoskrnl	NtWaitForMultipleObjects
92	0xf8020ffccdf0	ntoskrnl	NtSetInformationObject
93	0xf8020ff2f0d0	ntoskrnl	NtCancelIoFile
94	0xf8020fadc8d0	ntoskrnl	NtTraceEvent
95	0xf8020fee7e30	ntoskrnl	NtPowerInformation
96	0xf8020feb0840	ntoskrnl	NtSetValueKey
97	0xf8020fa85b80	ntoskrnl	NtCancelTimer
98	0xf8020fbb0b70	ntoskrnl	NtSetTimer
99	0xf8020fa9f8a0	ntoskrnl	NtAccessCheckByType

100	0xf8020fdb5930	ntoskrnl	NtAccessCheckByTypeResultList
101	0xf802101cc150	ntoskrnl	NtAccessCheckByTypeResultListAndAuditAlarm
102	0xf802101cc200	ntoskrnl	NtAccessCheckByTypeResultListAndAuditAlarmByHandle
103	0xf80210203950	ntoskrnl	NtAcquireCrossVmMutant
104	0xf8020fff6150	ntoskrnl	NtAcquireProcessActivityReference
105	0xf8020ff3e210	ntoskrnl	NtAddAtomEx
106	0xf802101fcbc0	ntoskrnl	NtAddBootEntry
107	0xf802101fcbf0	ntoskrnl	NtAddDriverEntry
108	0xf8020ff377b0	ntoskrnl	NtAdjustGroupsToken
109	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
109	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
109	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
109	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
109	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
109	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
109	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
109	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
109	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
109	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
109	0xf8020fff2b50	ntoskrnl	NtVdmControl
109	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
109	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
109	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
109	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
109	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
109	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
109	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
109	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
110	0xf802101b41c0	ntoskrnl	NtAlertResumeThread
111	0xf802101b42e0	ntoskrnl	NtAlertThread
112	0xf8020ff21460	ntoskrnl	NtAlertThreadByThreadId
113	0xf8020ff18e40	ntoskrnl	NtAllocateLocallyUniqueId
114	0xf8020ff440e0	ntoskrnl	NtAllocateReserveObject
115	0xf802102406d0	ntoskrnl	NtAllocateUserPhysicalPages
116	0xf802102406f0	ntoskrnl	NtAllocateUserPhysicalPagesEx
117	0xf8020fe7e840	ntoskrnl	NtAllocateUuids
118	0xf8020ffc14e0	ntoskrnl	NtAllocateVirtualMemoryEx
119	0xf8020ff69410	ntoskrnl	NtAlpcAcceptConnectPort
120	0xf8020ff4fdb0	ntoskrnl	NtAlpcCancelMessage
121	0xf8020ff67d80	ntoskrnl	NtAlpcConnectPort
122	0xf8020ff68120	ntoskrnl	NtAlpcConnectPortEx
123	0xf8020ff391b0	ntoskrnl	NtAlpcCreatePort
124	0xf8020fe92ee0	ntoskrnl	NtAlpcCreatePortSection
125	0xf8020ff3cb00	ntoskrnl	NtAlpcCreateResourceReserve
126	0xf8020ff285f0	ntoskrnl	NtAlpcCreateSectionView
127	0xf8020ff6e890	ntoskrnl	NtAlpcCreateSecurityContext
128	0xf8020ff34d40	ntoskrnl	NtAlpcDeletePortSection
129	0xf8021009a070	ntoskrnl	NtAlpcDeleteResourceReserve
130	0xf8020ff37f90	ntoskrnl	NtAlpcDeleteSectionView
131	0xf8020ff6ef00	ntoskrnl	NtAlpcDeleteSecurityContext
132	0xf8020ff42a00	ntoskrnl	NtAlpcDisconnectPort
133	0xf80210176e40	ntoskrnl	NtAlpcImpersonateClientContainerOfPort
134	0xf8020ff89b60	ntoskrnl	NtAlpcImpersonateClientOfPort
135	0xf8020ff6b6e0	ntoskrnl	NtAlpcOpenSenderProcess
136	0xf8020ff27490	ntoskrnl	NtAlpcOpenSenderThread
137	0xf8020ff15930	ntoskrnl	NtAlpcQueryInformation
138	0xf8020ff6bc20	ntoskrnl	NtAlpcQueryInformationMessage
139	0xf80210177090	ntoskrnl	NtAlpcRevokeSecurityContext
140	0xf8020ff92400	ntoskrnl	NtAlpcSendWaitReceivePort
141	0xf8020fee7060	ntoskrnl	NtAlpcSetInformation
142	0xf802100691d0	ntoskrnl	NtAreMappedFilesTheSame
143	0xf8020ffd3330	ntoskrnl	NtAssignProcessToJobObject
144	0xf8020fa4b160	ntoskrnl	NtAssociateWaitCompletionPacket
145	0xf8020fc23220	ntoskrnl	NtCallEnclave
146	0xf8020ff2f280	ntoskrnl	NtCancelIoFileEx
147	0xf80210146300	ntoskrnl	NtCancelSynchronousIoFile
148	0xf8020fa87020	ntoskrnl	NtCancelTimer2
149	0xf8020fa95830	ntoskrnl	NtCancelWaitCompletionPacket
150	0xf802101ae0a0	ntoskrnl	NtChangeProcessState
151	0xf802101ae2a0	ntoskrnl	NtChangeThreadState
152	0xf8020fbd56c0	ntoskrnl	NtCommitComplete
153	0xf8020fbd56e0	ntoskrnl	NtCommitEnlistment
154	0xf8021020b4f0	ntoskrnl	NtCommitRegistryTransaction
155	0xf8020fbd5700	ntoskrnl	NtCommitTransaction
156	0xf8021020b610	ntoskrnl	NtCompactKeys
157	0xf8020ff55730	ntoskrnl	NtCompareObjects
158	0xf8020ff54460	ntoskrnl	NtCompareSigningLevels
159	0xf8020ff34610	ntoskrnl	NtCompareTokens
160	0xf8020ff50290	ntoskrnl	ArbPreprocessEntry
160	0xf8020ff50290	ntoskrnl	ArbQueryArbitrate
160	0xf8020ff50290	ntoskrnl	EmFalseCallback
160	0xf8020ff50290	ntoskrnl	FsRtlSyncVolumes
160	0xf8020ff50290	ntoskrnl	IommupPasidDevicePowerCallback
160	0xf8020ff50290	ntoskrnl	IopPnPAddDevice
160	0xf8020ff50290	ntoskrnl	NtCompleteConnectPort
160	0xf8020ff50290	ntoskrnl	NtFlushInstructionCache
160	0xf8020ff50290	ntoskrnl	NtFlushWriteBuffer
160	0xf8020ff50290	ntoskrnl	PopPowerAggregatorVoidStateHandler
160	0xf8020ff50290	ntoskrnl	TtmpCalloutLiveDumpSecondaryCallback
160	0xf8020ff50290	ntoskrnl	xHalAcpiGetMultiNode
160	0xf8020ff50290	ntoskrnl	xHalAddInterruptRemapping
160	0xf8020ff50290	ntoskrnl	xHalGetInterruptTranslator
160	0xf8020ff50290	ntoskrnl	xHalPowerSetRebootHandler
160	0xf8020ff50290	ntoskrnl	xHalTimerQueryCycleCounter
161	0xf8021020b8e0	ntoskrnl	NtCompressKey
162	0xf8020ff33600	ntoskrnl	NtConnectPort
163	0xf8020fc186c0	ntoskrnl	NtContinueEx
164	0xf80210202520	ntoskrnl	NtConvertBetweenAuxiliaryCounterAndPerformanceCounter
165	0xf8020ffef760	ntoskrnl	NtCopyFileChunk
166	0xf802101ae4a0	ntoskrnl	NtCreateCpuPartition
167	0xf802101f9c60	ntoskrnl	NtCreateCrossVmEvent
168	0xf80210203a20	ntoskrnl	NtCreateCrossVmMutant
169	0xf80210136900	ntoskrnl	NtCreateDebugObject
170	0xf8020ff08850	ntoskrnl	NtCreateDirectoryObject
171	0xf8020ff08830	ntoskrnl	NtCreateDirectoryObjectEx
172	0xf8021023cea0	ntoskrnl	NtCreateEnclave
173	0xf8020fbd5720	ntoskrnl	NtCreateEnlistment
174	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
174	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
174	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
174	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
174	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
174	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
174	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
174	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
174	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
174	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
174	0xf8020fff2b50	ntoskrnl	NtVdmControl
174	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
174	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
174	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
174	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
174	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
174	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
174	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
174	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
175	0xf8020ff58950	ntoskrnl	NtCreateIRTimer
176	0xf8020ffc9cc0	ntoskrnl	NtCreateIoCompletion
177	0xf802101484d0	ntoskrnl	NtCreateIoRing
178	0xf8020ffd17c0	ntoskrnl	NtCreateJobObject
179	0xf8020fff2aa0	ntoskrnl	ArbAddReserved
179	0xf8020fff2aa0	ntoskrnl	HalpAssignSlotResourcesStub
179	0xf8020fff2aa0	ntoskrnl	HalpGetMceInformation
179	0xf8020fff2aa0	ntoskrnl	LpcReplyWaitReplyPort
179	0xf8020fff2aa0	ntoskrnl	MmConfigureGraphicsPtes
179	0xf8020fff2aa0	ntoskrnl	NtCreateJobSet
179	0xf8020fff2aa0	ntoskrnl	xHalAllocatePmcCounterSet
179	0xf8020fff2aa0	ntoskrnl	xHalAllocatePmcCounterSetEx
179	0xf8020fff2aa0	ntoskrnl	xHalDpReplaceBegin
179	0xf8020fff2aa0	ntoskrnl	xHalGetProcessorId
179	0xf8020fff2aa0	ntoskrnl	xHalQueryBusSlots
179	0xf8020fff2aa0	ntoskrnl	xHalRegisterBusHandler
179	0xf8020fff2aa0	ntoskrnl	xHalStartMirroring
180	0xf8020ffaf8a0	ntoskrnl	NtCreateKeyTransacted
181	0xf80210043310	ntoskrnl	NtCreateKeyedEvent
182	0xf8020ff0b750	ntoskrnl	NtCreateLowBoxToken
183	0xf80210148f70	ntoskrnl	NtCreateMailslotFile
184	0xf8020ff1ff20	ntoskrnl	NtCreateMutant
185	0xf8020ff3d0f0	ntoskrnl	NtCreateNamedPipeFile
186	0xf8021002ab30	ntoskrnl	NtCreatePagingFile
187	0xf802101b4880	ntoskrnl	NtCreatePartition
188	0xf8020ff39160	ntoskrnl	NtCreatePort
189	0xf8020ff0b0b0	ntoskrnl	NtCreatePrivateNamespace
190	0xf802101abf90	ntoskrnl	NtCreateProcess
191	0xf802101ae4e0	ntoskrnl	NtCreateProcessStateChange
192	0xf80210202650	ntoskrnl	NtCreateProfile
193	0xf80210202730	ntoskrnl	NtCreateProfileEx
194	0xf8020ff3e6e0	ntoskrnl	NtCreateRegistryTransaction
195	0xf8020fbd5740	ntoskrnl	NtCreateResourceManager
196	0xf8021022dbc0	ntoskrnl	NtCreateSectionEx
197	0xf8020ff8aa20	ntoskrnl	NtCreateSemaphore
198	0xf8020ff08e60	ntoskrnl	NtCreateSymbolicLinkObject
199	0xf8020ff75d80	ntoskrnl	NtCreateThreadEx
200	0xf802101ae6f0	ntoskrnl	NtCreateThreadStateChange
201	0xf8020ff35400	ntoskrnl	NtCreateTimer
202	0xf8020fee79f0	ntoskrnl	NtCreateTimer2
203	0xf802101cd450	ntoskrnl	NtCreateToken
204	0xf8020fe950c0	ntoskrnl	NtCreateTokenEx
205	0xf8020fbd5760	ntoskrnl	NtCreateTransaction
206	0xf8020fbd5780	ntoskrnl	NtCreateTransactionManager
207	0xf8020ffb0a20	ntoskrnl	NtCreateUserProcess
208	0xf8020ff265d0	ntoskrnl	NtCreateWaitCompletionPacket
209	0xf8020ff39110	ntoskrnl	NtCreateWaitablePort
210	0xf8020ffaed00	ntoskrnl	NtCreateWnfStateName
211	0xf8020fee7400	ntoskrnl	NtCreateWorkerFactory
212	0xf80210136b10	ntoskrnl	NtDebugActiveProcess
213	0xf80210136d30	ntoskrnl	NtDebugContinue
214	0xf8020ff56d00	ntoskrnl	NtDeleteAtom
215	0xf802101fcc20	ntoskrnl	NtDeleteBootEntry
216	0xf802101fcdb0	ntoskrnl	NtDeleteDriverEntry
217	0xf8021006b4d0	ntoskrnl	NtDeleteFile
218	0xf8020fe91180	ntoskrnl	NtDeleteKey
219	0xf802101cc2c0	ntoskrnl	NtDeleteObjectAuditAlarm
220	0xf8021007adf0	ntoskrnl	NtDeletePrivateNamespace
221	0xf8020ffaace0	ntoskrnl	NtDeleteValueKey
222	0xf80210051550	ntoskrnl	NtDeleteWnfStateData
223	0xf8020ffdd150	ntoskrnl	NtDeleteWnfStateName
224	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
224	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
224	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
224	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
224	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
224	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
224	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
224	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
224	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
224	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
224	0xf8020fff2b50	ntoskrnl	NtVdmControl
224	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
224	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
224	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
224	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
224	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
224	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
224	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
224	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
225	0xf80210079e10	ntoskrnl	NtDisableLastKnownGood
226	0xf802101f6e60	ntoskrnl	NtDisplayString
227	0xf8020fe04830	ntoskrnl	NtDrawText
228	0xf80210078d10	ntoskrnl	NtEnableLastKnownGood
229	0xf80210033ca0	ntoskrnl	NtEnumerateBootEntries
230	0xf802101fcf40	ntoskrnl	NtEnumerateDriverEntries
231	0xf802101fd400	ntoskrnl	NtEnumerateSystemEnvironmentValuesEx
232	0xf8020fbd57a0	ntoskrnl	NtEnumerateTransactionObject
233	0xf8020ff52a60	ntoskrnl	NtExtendSection
234	0xf802101ce8f0	ntoskrnl	NtFilterBootOption
235	0xf8020ff08ab0	ntoskrnl	NtFilterToken
236	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
236	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
236	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
236	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
236	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
236	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
236	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
236	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
236	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
236	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
236	0xf8020fff2b50	ntoskrnl	NtVdmControl
236	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair

236	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
236	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
236	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
236	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
236	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode

236	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
236	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
237	0xf8020ff2d220	ntoskrnl	NtFlushBuffersFileEx
238	0xf80210054b30	ntoskrnl	NtFlushInstallUILanguage
239	0xf8020ff50290	ntoskrnl	ArbPreprocessEntry
239	0xf8020ff50290	ntoskrnl	ArbQueryArbitrate
239	0xf8020ff50290	ntoskrnl	EmFalseCallback
239	0xf8020ff50290	ntoskrnl	FsRtlSyncVolumes
239	0xf8020ff50290	ntoskrnl	IommupPasidDevicePowerCallback
239	0xf8020ff50290	ntoskrnl	IopPnPAddDevice
239	0xf8020ff50290	ntoskrnl	NtCompleteConnectPort
239	0xf8020ff50290	ntoskrnl	NtFlushInstructionCache
239	0xf8020ff50290	ntoskrnl	NtFlushWriteBuffer
239	0xf8020ff50290	ntoskrnl	PopPowerAggregatorVoidStateHandler
239	0xf8020ff50290	ntoskrnl	TtmpCalloutLiveDumpSecondaryCallback
239	0xf8020ff50290	ntoskrnl	xHalAcpiGetMultiNode
239	0xf8020ff50290	ntoskrnl	xHalAddInterruptRemapping
239	0xf8020ff50290	ntoskrnl	xHalGetInterruptTranslator
239	0xf8020ff50290	ntoskrnl	xHalPowerSetRebootHandler
239	0xf8020ff50290	ntoskrnl	xHalTimerQueryCycleCounter
240	0xf8020ff19690	ntoskrnl	NtFlushKey
241	0xf8020fad9690	ntoskrnl	NtFlushProcessWriteBuffers
242	0xf8020ff20ab0	ntoskrnl	NtFlushVirtualMemory
243	0xf8020ff50290	ntoskrnl	ArbPreprocessEntry
243	0xf8020ff50290	ntoskrnl	ArbQueryArbitrate
243	0xf8020ff50290	ntoskrnl	EmFalseCallback
243	0xf8020ff50290	ntoskrnl	FsRtlSyncVolumes
243	0xf8020ff50290	ntoskrnl	IommupPasidDevicePowerCallback
243	0xf8020ff50290	ntoskrnl	IopPnPAddDevice
243	0xf8020ff50290	ntoskrnl	NtCompleteConnectPort
243	0xf8020ff50290	ntoskrnl	NtFlushInstructionCache
243	0xf8020ff50290	ntoskrnl	NtFlushWriteBuffer
243	0xf8020ff50290	ntoskrnl	PopPowerAggregatorVoidStateHandler
243	0xf8020ff50290	ntoskrnl	TtmpCalloutLiveDumpSecondaryCallback
243	0xf8020ff50290	ntoskrnl	xHalAcpiGetMultiNode
243	0xf8020ff50290	ntoskrnl	xHalAddInterruptRemapping
243	0xf8020ff50290	ntoskrnl	xHalGetInterruptTranslator
243	0xf8020ff50290	ntoskrnl	xHalPowerSetRebootHandler
243	0xf8020ff50290	ntoskrnl	xHalTimerQueryCycleCounter
244	0xf80210240710	ntoskrnl	NtFreeUserPhysicalPages
245	0xf8021020baa0	ntoskrnl	NtFreezeRegistry
246	0xf8020fbd57c0	ntoskrnl	NtFreezeTransactions
247	0xf8020ff364b0	ntoskrnl	NtGetCachedSigningLevel
248	0xf8020ffdd9a0	ntoskrnl	NtGetCompleteWnfStateSubscription
249	0xf8020ff4ea40	ntoskrnl	NtGetContextThread
250	0xf802101ac920	ntoskrnl	NtGetCurrentProcessorNumber
251	0xf802101ac980	ntoskrnl	NtGetCurrentProcessorNumberEx
252	0xf80210189620	ntoskrnl	NtGetDevicePowerState
253	0xf8020ff373f0	ntoskrnl	NtGetMUIRegistryInfo
254	0xf8020ff3fad0	ntoskrnl	NtGetNextProcess
255	0xf8020ff4ba70	ntoskrnl	NtGetNextThread
256	0xf8020ffb22d0	ntoskrnl	NtGetNlsSectionPtr
257	0xf8020fbd57e0	ntoskrnl	NtGetNotificationResourceManager
258	0xf8020fa79b70	ntoskrnl	NtGetWriteWatch
259	0xf8020ff0e760	ntoskrnl	NtImpersonateAnonymousToken
260	0xf8020ff00db0	ntoskrnl	NtImpersonateThread
261	0xf8021023d380	ntoskrnl	NtInitializeEnclave
262	0xf8020ffb4050	ntoskrnl	NtInitializeNlsFiles
263	0xf8020ff56330	ntoskrnl	NtInitializeRegistry
264	0xf80210189700	ntoskrnl	NtInitiatePowerAction
265	0xf802101899a0	ntoskrnl	NtIsSystemResumeAutomatic
266	0xf8020ff57150	ntoskrnl	NtIsUILanguageComitted
267	0xf80210059fb0	ntoskrnl	NtListenPort
268	0xf8020ff3bce0	ntoskrnl	NtLoadDriver
269	0xf8021023d660	ntoskrnl	NtLoadEnclaveData
270	0xf8021005ae40	ntoskrnl	NtLoadKey
271	0xf8021006c430	ntoskrnl	NtLoadKey2
272	0xf8020ff56160	ntoskrnl	NtLoadKey3
273	0xf8020ff02e30	ntoskrnl	NtLoadKeyEx
