PassMark Volatility Workbench Log file  -  http://www.passmark.com 
================================================================== 
Volatility Workbench Version: V3.0 Build 1006 
Volatility 3 Framework Version: 2.5.0 
Log Date: Thu May 16 15:38:45 2024
 
 
Time Stamp: Thu May 16 14:52:25 2024
 
"C:\Users\technopc\Downloads\VolatilityWorkbench\vol.exe" -f "C:\Users\technopc\Desktop\volatility3\20240516.mem" windows.pslist.PsList  
Volatility 3 Framework 2.5.0 
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output 
* 0x9739931	00-e0-3c-00	3803c9f2a0c073d14fa8c8dab6f60f0c	1de49b5ef06491f1f4b38e3f38ca252d	2	False	PartitionMagic recovery partition	0x3f0080	N/A
* 0x9739931	00-e0-3c-00	3803c9f2a0c073d14fa8c8dab6f60f0c	1de49b5ef06491f1f4b38e3f38ca252d	3	False	Empty	0x3226800	N/A
* 0x9739931	00-e0-3c-00	3803c9f2a0c073d14fa8c8dab6f60f0c	1de49b5ef06491f1f4b38e3f38ca252d	4	True	Empty	0x55000000	N/A
0x9739fe1	3c-00-30-3c	4ee04150169cb232c4c256baa8de4ebb	407ef20117c47849d84aa3f63da9d60a	N/A	N/A	N/A	N/A	
0x0:	cmp	al, 0
0x2:	mov	al, 0x3c
0x4:	add	al, al
0x6:	cmp	al, 0
0x8:	sar	byte ptr [rax + rax], 1

0xb:	loopne	0x49
0xd:	add	al, dh
0xf:	cmp	al, 0
0x11:	add	ah, dh
0x13:	cld	
0x14:	add	edi, dword ptr [rax + rax]
0x17:	and	byte ptr [rax + rax], bh
0x1a:	xor	byte ptr [rax + rax], bh
0x1d:	cmp	al, 0
0x20:	push	rax
0x21:	cmp	al, 0
* 0x9739fe1	3c-00-30-3c	4ee04150169cb232c4c256baa8de4ebb	407ef20117c47849d84aa3f63da9d60a	1	False	Empty	0x68000000	N/A
* 0x9739fe1	3c-00-30-3c	4ee04150169cb232c4c256baa8de4ebb	407ef20117c47849d84aa3f63da9d60a	2	False	Not Defined PartitionType	0x6800fc90	N/A
* 0x9739fe1	3c-00-30-3c	4ee04150169cb232c4c256baa8de4ebb	407ef20117c47849d84aa3f63da9d60a	3	False	Not Defined PartitionType	0xfffffcb0	N/A
* 0x9739fe1	3c-00-30-3c	4ee04150169cb232c4c256baa8de4ebb	407ef20117c47849d84aa3f63da9d60a	4	False	Empty	0x55000000	N/A
0x973b53d	04-2e-58-08	48996152856dbee64a6c8034a08e2d22	e5da66a03923b565563ccab3b5ec85f9	N/A	N/A	N/A	N/A	
0x0:	outsd	dx, dword ptr [rsi]
0x1:	js	0x6c
0x3:	retf	0x280b
0x7:	enter	0x480b, -0x69
0xb:	imul	edx, dword ptr [rcx + rcx*4 + 0x2e], 0x2c3a0000
* 0x973b53d	04-2e-58-08	48996152856dbee64a6c8034a08e2d22	e5da66a03923b565563ccab3b5ec85f9	1	False	Empty	0x25b034e3	N/A
* 0x973b53d	04-2e-58-08	48996152856dbee64a6c8034a08e2d22	e5da66a03923b565563ccab3b5ec85f9	2	False	Not Defined PartitionType	0x5cda9d	N/A
* 0x973b53d	04-2e-58-08	48996152856dbee64a6c8034a08e2d22	e5da66a03923b565563ccab3b5ec85f9	3	False	Not Defined PartitionType	0x880002	N/A
* 0x973b53d	04-2e-58-08	48996152856dbee64a6c8034a08e2d22	e5da66a03923b565563ccab3b5ec85f9	4	False	Empty	0xba01f872	N/A
0x9746fa7	51-d3-08-98	47a8bd8ea8517c2ba6c4da5a1d4c1b25	b0c09374de5c1b0ab3aa47fa596536ef	N/A	N/A	N/A	N/A	
0x0:	imul	ebp, dword ptr [rsp + rbp*2 + 0x79], 0x3530315f
0x8:	push	1
0xa:	xor	ah, byte ptr [rbx + 0x786f7010]
0x10:	pop	rdi
0x11:	xor	dword ptr [rax], edi
0x13:	pushfq	
0x14:	add	byte ptr [rbx], dh
0x16:	or	al, 2
0x18:	cmp	dword ptr [rax], eax
0x1a:	loopne	0x1e
0x1c:	insd	dword ptr [rdi], dx
0x1d:	insd	dword ptr [rdi], dx
0x1e:	add	qword ptr [rax + r8], rsi
0x22:	mov	dh, 0
0x24:	mov	eax, ebx
0x26:	or	dword ptr [rdi + 0x74], ebp
0x29:	jp	0x9d
0x2b:	add	byte ptr [rip + 0x390124], dh
0x31:	mov	al, 0x81
* 0x9746fa7	51-d3-08-98	47a8bd8ea8517c2ba6c4da5a1d4c1b25	b0c09374de5c1b0ab3aa47fa596536ef	1	False	Plan 9 partition	0x6d616905	N/A
* 0x9746fa7	51-d3-08-98	47a8bd8ea8517c2ba6c4da5a1d4c1b25	b0c09374de5c1b0ab3aa47fa596536ef	2	False	Not Defined PartitionType	0x3a086000	N/A
* 0x9746fa7	51-d3-08-98	47a8bd8ea8517c2ba6c4da5a1d4c1b25	b0c09374de5c1b0ab3aa47fa596536ef	3	False	Empty	0x3c70003a	N/A
* 0x9746fa7	51-d3-08-98	47a8bd8ea8517c2ba6c4da5a1d4c1b25	b0c09374de5c1b0ab3aa47fa596536ef	4	False	Not Defined PartitionType	0x5555c000	N/A
0x975dbca	8e-72-b0-82	5439dfbe02faea719a9c86bf992f9408	8031a00cc0033d9e4facb454329ada52	N/A	N/A	N/A	N/A	
0x0:	mov	dh, 0x9f
0x2:	adc	byte ptr [rax], 0
0x5:	add	ch, bl
0x7:	sal	ebp, 1
0x9:	movsd	dword ptr [edi], dword ptr [esi]
0xb:	or	ebx, ecx

0xd:	sbb	al, 0x35
0x10:	sub	eax, 0x37610594
0x15:	sar	dword ptr [rcx + 0x11b8002], 1
0x1b:	jns	0x6e
0x1d:	or	dh, byte ptr [rdx - 0x35a1fee7]
0x23:	mov	esp, 0xcb47879d
0x28:	add	byte ptr [rax], cl
0x2a:	add	dword ptr [rax], eax
0x2c:	cli	
0x2d:	retf	
0x2e:	xchg	ebx, eax
* 0x975dbca	8e-72-b0-82	5439dfbe02faea719a9c86bf992f9408	8031a00cc0033d9e4facb454329ada52	1	False	Not Defined PartitionType	0x11011b50	N/A
* 0x975dbca	8e-72-b0-82	5439dfbe02faea719a9c86bf992f9408	8031a00cc0033d9e4facb454329ada52	2	False	Not Defined PartitionType	0x91d4b5a2	N/A
* 0x975dbca	8e-72-b0-82	5439dfbe02faea719a9c86bf992f9408	8031a00cc0033d9e4facb454329ada52	3	False	Not Defined PartitionType	0x1b6002dc	N/A
* 0x975dbca	8e-72-b0-82	5439dfbe02faea719a9c86bf992f9408	8031a00cc0033d9e4facb454329ada52	4	False	Not Defined PartitionType	0xa76847e	N/A
0x97972bc	56-67-38-41	bb648a004a7412732e073ab1eba4e9e9	8dda87f079fb163a1d6a5f4f32b89868	N/A	N/A	N/A	N/A	
0x0:	jmp	0x48098c0b
0x5:	jmp	0xffffffffe9005d10
* 0x97972bc	56-67-38-41	bb648a004a7412732e073ab1eba4e9e9	8dda87f079fb163a1d6a5f4f32b89868	1	False	NTFS	0x560105ff	N/A
* 0x97972bc	56-67-38-41	bb648a004a7412732e073ab1eba4e9e9	8dda87f079fb163a1d6a5f4f32b89868	2	False	Not Defined PartitionType	0x411038c7	N/A
* 0x97972bc	56-67-38-41	bb648a004a7412732e073ab1eba4e9e9	8dda87f079fb163a1d6a5f4f32b89868	3	False	Not Defined PartitionType	0xdf561106	N/A
* 0x97972bc	56-67-38-41	bb648a004a7412732e073ab1eba4e9e9	8dda87f079fb163a1d6a5f4f32b89868	4	False	Hidden FAT12,CHS	0x55555641	N/A
0x9797364	13-58-1e-c8	48d8acaacc4b50d8cc8d170beb841c14	df2bd9c1ed95dc562fb220a9d12e221f	N/A	N/A	N/A	N/A	
0x0:	push	rsp
0x1:	xlatb	
0x2:	add	eax, 0x57f5500
0x7:	push	rbp
0x8:	or	dword ptr [r8], r8d
0xb:	push	rbp
0xc:	xlatb	
0xd:	add	eax, 0x6b18a955
0x12:	add	edx, dword ptr [rbp - 0x29]
0x15:	add	eax, 0x119f5500
0x1a:	push	rbp
* 0x9797364	13-58-1e-c8	48d8acaacc4b50d8cc8d170beb841c14	df2bd9c1ed95dc562fb220a9d12e221f	1	False	Not Defined PartitionType	0x10005f00	N/A
* 0x9797364	13-58-1e-c8	48d8acaacc4b50d8cc8d170beb841c14	df2bd9c1ed95dc562fb220a9d12e221f	2	False	Not Defined PartitionType	0x5f4e1100	N/A
* 0x9797364	13-58-1e-c8	48d8acaacc4b50d8cc8d170beb841c14	df2bd9c1ed95dc562fb220a9d12e221f	3	False	Hidden FAT12,CHS	0x53005f52	N/A
* 0x9797364	13-58-1e-c8	48d8acaacc4b50d8cc8d170beb841c14	df2bd9c1ed95dc562fb220a9d12e221f	4	False	Not Defined PartitionType	0x55aa5700	N/A
0x979aad8	54-cf-1b-ff	ae3750778475c53391035bc4a24a8455	b3fbe1e868097ff36681237c794c81a8	N/A	N/A	N/A	N/A	
0x0:	iretd	
0x1:	sbb	edi, edi
* 0x979aad8	54-cf-1b-ff	ae3750778475c53391035bc4a24a8455	b3fbe1e868097ff36681237c794c81a8	1	False	Not Defined PartitionType	0xff1bcf54	N/A
* 0x979aad8	54-cf-1b-ff	ae3750778475c53391035bc4a24a8455	b3fbe1e868097ff36681237c794c81a8	2	False	NTFS	0x1bcf5407	N/A
* 0x979aad8	54-cf-1b-ff	ae3750778475c53391035bc4a24a8455	b3fbe1e868097ff36681237c794c81a8	3	False	Hidden FAT32,CHS	0x54071bcf	N/A

* 0x979aad8	54-cf-1b-ff	ae3750778475c53391035bc4a24a8455	b3fbe1e868097ff36681237c794c81a8	4	False	PQservice	0x71bcf55	N/A
0x979ab24	1b-ff-07-55	062f15f249308ed4c67a9d61bc8ce5c7	2e4b6e259bfd86903dcb67835beec68b	N/A	N/A	N/A	N/A	
0x0:	sbb	edi, edi
* 0x979ab24	1b-ff-07-55	062f15f249308ed4c67a9d61bc8ce5c7	2e4b6e259bfd86903dcb67835beec68b	1	False	Not Defined PartitionType	0x5507ff1b	N/A
* 0x979ab24	1b-ff-07-55	062f15f249308ed4c67a9d61bc8ce5c7	2e4b6e259bfd86903dcb67835beec68b	2	False	Not Defined PartitionType	0xff1bcf55	N/A
* 0x979ab24	1b-ff-07-55	062f15f249308ed4c67a9d61bc8ce5c7	2e4b6e259bfd86903dcb67835beec68b	3	False	NTFS	0xcf55071b	N/A
* 0x979ab24	1b-ff-07-55	062f15f249308ed4c67a9d61bc8ce5c7	2e4b6e259bfd86903dcb67835beec68b	4	False	Not Defined PartitionType	0x71bcf55	N/A
0x97a7248	03-d7-00-cc	fe242197dc0becf2075d2ff9d972b427	c2838459865aa782b35675c98236e9c2	N/A	N/A	N/A	N/A	
* 0x97a7248	03-d7-00-cc	fe242197dc0becf2075d2ff9d972b427	c2838459865aa782b35675c98236e9c2	1	False	Not Defined PartitionType	0x400010a	N/A
* 0x97a7248	03-d7-00-cc	fe242197dc0becf2075d2ff9d972b427	c2838459865aa782b35675c98236e9c2	2	False	Not Defined PartitionType	0x23000	N/A
* 0x97a7248	03-d7-00-cc	fe242197dc0becf2075d2ff9d972b427	c2838459865aa782b35675c98236e9c2	3	False	Empty	0x3c70003c	N/A
* 0x97a7248	03-d7-00-cc	fe242197dc0becf2075d2ff9d972b427	c2838459865aa782b35675c98236e9c2	4	False	Not Defined PartitionType	0x5555c000	N/A
0x97ba8d6	01-57-9a-11	cb899056990cdc3813c5bdcbb647bcbf	6080b1c059bf82047c7fc401f9a761f3	N/A	N/A	N/A	N/A	
0x0:	add	bl, byte ptr [rcx]
0x2:	add	dword ptr [rcx + rdx*4 + 0x18], edx
0x6:	jge	0x21
0x8:	add	dword ptr [rbx], esi
0xa:	nop	
0xb:	xor	al, 0xdb
0xd:	xor	byte ptr [rbx - 0x19fe9e3d], dl
0x13:	adc	ecx, dword ptr [rdi]
0x15:	fcomp	qword ptr [rdi]
0x17:	shr	byte ptr [rsi + 0xa0000], cl
0x1d:	sbb	al, byte ptr [rdx - 0x5e4ef918]
0x23:	insb	byte ptr [rdi], dx
0x25:	push	0x61
0x28:	xor	esp, dword ptr cs:[rbx]
0x2b:	movsb	byte ptr [rdi], byte ptr [rsi]
0x2c:	mov	byte ptr [rdx], al
0x2e:	xor	dword ptr ss:[rdx], 0xffffffba
0x32:	sbb	eax, 0xea190000
* 0x97ba8d6	01-57-9a-11	cb899056990cdc3813c5bdcbb647bcbf	6080b1c059bf82047c7fc401f9a761f3	1	False	Not Defined PartitionType	0x56061c60	N/A
* 0x97ba8d6	01-57-9a-11	cb899056990cdc3813c5bdcbb647bcbf	6080b1c059bf82047c7fc401f9a761f3	2	False	Empty	0x16d2852	N/A
* 0x97ba8d6	01-57-9a-11	cb899056990cdc3813c5bdcbb647bcbf	6080b1c059bf82047c7fc401f9a761f3	3	False	Not Defined PartitionType	0xc78d588	N/A
* 0x97ba8d6	01-57-9a-11	cb899056990cdc3813c5bdcbb647bcbf	6080b1c059bf82047c7fc401f9a761f3	4	False	Not Defined PartitionType	0xd0812f00	N/A
0x97c2316	37-62-a2-4c	a87a1e5b9734db10c90f13ab1cf950ad	683f030564cc0ca593c4e4556552a3e4	N/A	N/A	N/A	N/A	
0x0:	add	byte ptr [rax], al
0x2:	or	eax, 0xfabc6d71
0x7:	bnd jbe	0xffffffffffffffaa
0xa:	sub	ah, ch
0xc:	movabs	rbp, 0x28400b596332c44
0x16:	add	ch, ch
0x18:	pop	rbx
0x19:	mov	r9b, 0xa1
0x1c:	imul	r12d, dword ptr [r15 + 0x68], 0x31343974
0x24:	jnp	0x3c
0x27:	cmp	dword ptr [rax - 0x38b2d7ff], eax
0x2d:	jg	0x38
0x2f:	add	edx, ebx
0x31:	and	byte ptr [rcx], dh
0x33:	mov	word ptr [rax*4 + 0x4c59655f], fs
0x3a:	sub	byte ptr [rax], spl
0x3d:	add	byte ptr [rdx - 0x4f], ah
0x40:	insb	byte ptr [rdi], dx
0x41:	movabs	byte ptr [0x180791b3dc35baf], al
0x4a:	je	0xb4
* 0x97c2316	37-62-a2-4c	a87a1e5b9734db10c90f13ab1cf950ad	683f030564cc0ca593c4e4556552a3e4	1	False	Microsoft MBR,Dynamic Disk	0x797e1c9a	N/A
* 0x97c2316	37-62-a2-4c	a87a1e5b9734db10c90f13ab1cf950ad	683f030564cc0ca593c4e4556552a3e4	2	False	Not Defined PartitionType	0x8011ac37	N/A
* 0x97c2316	37-62-a2-4c	a87a1e5b9734db10c90f13ab1cf950ad	683f030564cc0ca593c4e4556552a3e4	3	False	Not Defined PartitionType	0xfa1bb30f	N/A
* 0x97c2316	37-62-a2-4c	a87a1e5b9734db10c90f13ab1cf950ad	683f030564cc0ca593c4e4556552a3e4	4	False	Not Defined PartitionType	0x9c97da0	N/A
0x97cbe86	3f-79-fd-a7	4e6b142f51f87a3d285805a9f3fec31e	544b05f9e0669a0d85daf70cef46f7f3	N/A	N/A	N/A	N/A	
0x0:	nop	
0x1:	pop	rsp
0x2:	mov	dh, 1
0x4:	outsd	dx, dword ptr [rsi]
0x6:	jo	0x81
* 0x97cbe86	3f-79-fd-a7	4e6b142f51f87a3d285805a9f3fec31e	544b05f9e0669a0d85daf70cef46f7f3	1	False	Not Defined PartitionType	0x1bf8cbc	N/A
* 0x97cbe86	3f-79-fd-a7	4e6b142f51f87a3d285805a9f3fec31e	544b05f9e0669a0d85daf70cef46f7f3	2	False	Microsoft Extended	0xcb01a8ff	N/A
* 0x97cbe86	3f-79-fd-a7	4e6b142f51f87a3d285805a9f3fec31e	544b05f9e0669a0d85daf70cef46f7f3	3	False	Hidden FAT16,32MB-2GB,CHS	0xae2b4216	N/A
* 0x97cbe86	3f-79-fd-a7	4e6b142f51f87a3d285805a9f3fec31e	544b05f9e0669a0d85daf70cef46f7f3	4	False	Not Defined PartitionType	0x6601af06	N/A
0x97e8c64	97-77-7a-bb	25074bdfe2dc96c84bccd4879874d4aa	4496d064294bcf30bcf3a0be3999badb	N/A	N/A	N/A	N/A	
0x0:	rol	dword ptr [rbx], 1
0x2:	movabs	eax, dword ptr [0xaca0364326ecbfc2]
0xb:	test	eax, 0xcfe4ab8f
0x10:	xchg	edi, eax
0x11:	in	al, 0x81
* 0x97e8c64	97-77-7a-bb	25074bdfe2dc96c84bccd4879874d4aa	4496d064294bcf30bcf3a0be3999badb	1	False	PartitionMagic recovery partition	0xde68b802	N/A
* 0x97e8c64	97-77-7a-bb	25074bdfe2dc96c84bccd4879874d4aa	4496d064294bcf30bcf3a0be3999badb	2	False	FAT32,LBA	0x1837a869	N/A
* 0x97e8c64	97-77-7a-bb	25074bdfe2dc96c84bccd4879874d4aa	4496d064294bcf30bcf3a0be3999badb	3	False	Not Defined PartitionType	0xaf011922	N/A
* 0x97e8c64	97-77-7a-bb	25074bdfe2dc96c84bccd4879874d4aa	4496d064294bcf30bcf3a0be3999badb	4	False	Not Defined PartitionType	0xbba00000	N/A
0x97f12e4	ca-df-07-be	48ac88ff10aa23275823322ea6d91989	e5dc858f4f1b28037334344bf6c374a6	N/A	N/A	N/A	N/A	
0x0:	mov	edx, 0x750daecb
0x5:	insd	dword ptr [rdi], dx
0x6:	fistp	qword ptr [rax - 0x28]
* 0x97f12e4	ca-df-07-be	48ac88ff10aa23275823322ea6d91989	e5dc858f4f1b28037334344bf6c374a6	1	False	Not Defined PartitionType	0x5d6aad75	N/A
* 0x97f12e4	ca-df-07-be	48ac88ff10aa23275823322ea6d91989	e5dc858f4f1b28037334344bf6c374a6	2	False	DG/UX virtual disk manager partition	0x2b5d4b92	N/A
* 0x97f12e4	ca-df-07-be	48ac88ff10aa23275823322ea6d91989	e5dc858f4f1b28037334344bf6c374a6	3	False	Hidden FAT16,32MB-2GB,CHS	0xb4966cc	N/A
* 0x97f12e4	ca-df-07-be	48ac88ff10aa23275823322ea6d91989	e5dc858f4f1b28037334344bf6c374a6	4	False	Not Defined PartitionType	0xf81b7cab	N/A
0x97f1f7a	56-5f-00-11	fa6c43d9ba1456fede0012e03c875c7d	3dbd1747c32f262bde014152dd164330	N/A	N/A	N/A	N/A	
0x0:	and	ebx, dword ptr [rax + 0x5ab7b2f7]
0x6:	imul	ebp, dword ptr [rip + 0x7dcfc06e], -0x51
0xd:	movabs	byte ptr [0xe77f76ebdeca9aeb], al
0x16:	fisttp	word ptr [rsi - 0x4d]
0x19:	sub	al, 0xa7
* 0x97f1f7a	56-5f-00-11	fa6c43d9ba1456fede0012e03c875c7d	3dbd1747c32f262bde014152dd164330	1	False	Hidden FAT12,CHS	0x551109bf	N/A
* 0x97f1f7a	56-5f-00-11	fa6c43d9ba1456fede0012e03c875c7d	3dbd1747c32f262bde014152dd164330	2	False	Not Defined PartitionType	0x9bf5511	N/A
* 0x97f1f7a	56-5f-00-11	fa6c43d9ba1456fede0012e03c875c7d	3dbd1747c32f262bde014152dd164330	3	False	Not Defined PartitionType	0xbf5509bf	N/A
* 0x97f1f7a	56-5f-00-11	fa6c43d9ba1456fede0012e03c875c7d	3dbd1747c32f262bde014152dd164330	4	False	Not Defined PartitionType	0x1109bf55	N/A
0x97f22bd	09-41-41-cf	dd3f5655e995f08196dc9247138a6116	9e27b17ae830eb01edc04f244081f6f0	N/A	N/A	N/A	N/A	
0x0:	outsd	dx, dword ptr [rsi]
* 0x97f22bd	09-41-41-cf	dd3f5655e995f08196dc9247138a6116	9e27b17ae830eb01edc04f244081f6f0	1	False	Not Defined PartitionType	0xe7414924	N/A
* 0x97f22bd	09-41-41-cf	dd3f5655e995f08196dc9247138a6116	9e27b17ae830eb01edc04f244081f6f0	2	False	Not Defined PartitionType	0x411109ff	N/A
* 0x97f22bd	09-41-41-cf	dd3f5655e995f08196dc9247138a6116	9e27b17ae830eb01edc04f244081f6f0	3	False	Not Defined PartitionType	0xa1f4141	N/A
* 0x97f22bd	09-41-41-cf	dd3f5655e995f08196dc9247138a6116	9e27b17ae830eb01edc04f244081f6f0	4	False	Not Defined PartitionType	0x5555420a	N/A
0x9863199	00-00-00-00	79ff22da901d53c85a306c2c0706715d	3a3d3be34b7c6d2dfe92e83dfde8d1f7	N/A	N/A	N/A	N/A	
0x0:	shr	byte ptr [rcx - 0x1b], 1
0x3:	add	al, 0x8e
0x5:	jrcxz	9
0x7:	add	byte ptr [rax], al
0x9:	add	byte ptr [rax], al
0xb:	add	byte ptr [rax], al
0xd:	call	0x69d06c68
0x12:	out	4, al
0x14:	mov	word ptr [rax], es
0x16:	add	byte ptr [rdx], cl
0x19:	add	byte ptr [rax], al
0x1b:	add	byte ptr [rax], al
* 0x9863199	00-00-00-00	79ff22da901d53c85a306c2c0706715d	3a3d3be34b7c6d2dfe92e83dfde8d1f7	1	False	FAT12,CHS	0x30000000	N/A
* 0x9863199	00-00-00-00	79ff22da901d53c85a306c2c0706715d	3a3d3be34b7c6d2dfe92e83dfde8d1f7	2	False	Not Defined PartitionType	0x32000000	N/A
* 0x9863199	00-00-00-00	79ff22da901d53c85a306c2c0706715d	3a3d3be34b7c6d2dfe92e83dfde8d1f7	3	False	Not Defined PartitionType	0x2c000000	N/A
* 0x9863199	00-00-00-00	79ff22da901d53c85a306c2c0706715d	3a3d3be34b7c6d2dfe92e83dfde8d1f7	4	False	FAT16 16-32MB,CHS	0x2e000000	N/A

0x9b3215f	ca-38-e5-55	6d1856ee10ce73ee0914cf055f13bdce	f9c79e0f80569984c02d56496212273e	N/A	N/A	N/A	N/A	
0x0:	add	qword ptr [r8], rax
0x3:	push	rsi
0x4:	add	qword ptr [r8], rax
0x7:	loopne	0xffffffffffffffbf
0x9:	add	dword ptr [rax], eax
0xb:	insb	byte ptr [rdi], dx
0xc:	add	qword ptr [r8], rax
* 0x9b3215f	ca-38-e5-55	6d1856ee10ce73ee0914cf055f13bdce	f9c79e0f80569984c02d56496212273e	1	False	Solaris 8 boot partition	0xffbfb075	N/A
* 0x9b3215f	ca-38-e5-55	6d1856ee10ce73ee0914cf055f13bdce	f9c79e0f80569984c02d56496212273e	2	False	Not Defined PartitionType	0xd7da4eb0	N/A
* 0x9b3215f	ca-38-e5-55	6d1856ee10ce73ee0914cf055f13bdce	f9c79e0f80569984c02d56496212273e	3	False	Not Defined PartitionType	0x449cc44f	N/A
* 0x9b3215f	ca-38-e5-55	6d1856ee10ce73ee0914cf055f13bdce	f9c79e0f80569984c02d56496212273e	4	False	Not Defined PartitionType	0x7110fb91	N/A
0x9b9f7ec	1f-b3-90-73	ab094ff4a857e46ed333db9932da8ef0	b98f799a1c81574e6b7b8828bfe06a2a	N/A	N/A	N/A	N/A	
0x0:	jmp	ptr [0x6137fac]
0x7:	sbb	al, 0xdc
* 0x9b9f7ec	1f-b3-90-73	ab094ff4a857e46ed333db9932da8ef0	b98f799a1c81574e6b7b8828bfe06a2a	1	False	Not Defined PartitionType	0x7fc51c3f	N/A
* 0x9b9f7ec	1f-b3-90-73	ab094ff4a857e46ed333db9932da8ef0	b98f799a1c81574e6b7b8828bfe06a2a	2	False	Not Defined PartitionType	0x5bfd002	N/A
* 0x9b9f7ec	1f-b3-90-73	ab094ff4a857e46ed333db9932da8ef0	b98f799a1c81574e6b7b8828bfe06a2a	3	False	Not Defined PartitionType	0x67fd31c	N/A
* 0x9b9f7ec	1f-b3-90-73	ab094ff4a857e46ed333db9932da8ef0	b98f799a1c81574e6b7b8828bfe06a2a	4	False	Not Defined PartitionType	0x7033f9d	N/A
0xa0166b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	N/A	N/A	N/A	N/A	
0x0:	add	edx, dword ptr [rcx + 0x101e4]
0x6:	and	byte ptr [rcx], bl
0x8:	adc	dh, byte ptr [rcx]
0xa:	add	ebp, edx
0xc:	in	al, 0x1a
0xe:	pop	rax
0xf:	pop	rdi
0x10:	ja	9
0x12:	mov	bl, 0xcd
0x15:	add	bh, byte ptr [rax]
0x17:	mov	dil, 0x3f
0x1a:	sahf	
0x1b:	or	al, byte ptr [rcx + rcx*8]
0x1e:	lahf	
* 0xa0166b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	1	False	FAT16 32MB,CHS	0x14033159	N/A
* 0xa0166b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	2	False	Not Defined PartitionType	0x743a6204	N/A
* 0xa0166b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	3	False	Not Defined PartitionType	0x53435653	N/A
* 0xa0166b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	4	False	Not Defined PartitionType	0x3d22a16c	N/A
0xa03cfcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	N/A	N/A	N/A	N/A	
0x0:	sbb	al, 0x7b
0x2:	sbb	eax, 0x4530ee76
0x7:	mov	dl, 0xf9
0x9:	xor	eax, 0xdff8ac74
* 0xa03cfcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	1	False	Not Defined PartitionType	0x73060022	N/A
* 0xa03cfcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	2	False	Not Defined PartitionType	0x77f2a04	N/A
* 0xa03cfcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	3	False	Not Defined PartitionType	0x2e747079	N/A
* 0xa03cfcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	4	False	FAT16 16-32MB,CHS	0x275ea2d6	N/A
0xa03f3e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	N/A	N/A	N/A	N/A	
0x0:	and	al, 0x31
0x2:	cmpps	xmm2, xmm5, 0x82
0x6:	sbb	al, 0x50

* 0xa03f3e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	1	False	Not Defined PartitionType	0xdf34da9a	N/A
* 0xa03f3e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	2	False	Linux	0x35633833	N/A
* 0xa03f3e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	3	False	Not Defined PartitionType	0xbdef	N/A
* 0xa03f3e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	4	False	FAT12,CHS	0x8bde9c43	N/A
0xa0442a2	40-d0-97-fb	bf8833564f66850c571414af9cdda0ce	fbc1aa9ca0518d04187ede6ac049fb2c	N/A	N/A	N/A	N/A	
0x0:	clc	
0x1:	add	bh, byte ptr [rbp - 0x47cbc2f6]
0x7:	sbb	bh, byte ptr [rdi + rbx + 0x6ff18fc]
0xe:	xor	esp, 0xd801d931
0x14:	cmp	al, 0x14
0x16:	movabs	al, byte ptr [0x1fba081e2dbb061f]
0x1f:	movabs	al, byte ptr [0x191efb226aba2ead]
0x28:	add	dword ptr [rbp - 0x43bffd08], ecx
0x2e:	add	edx, dword ptr [rax + 0x3f]
0x31:	add	byte ptr [rip - 0x70fa0375], al
0x37:	or	byte ptr [rbx], cl

0x3a:	cmp	byte ptr [rdx - 0x63fffd00], 0x70
0x41:	add	byte ptr [rsi + 0x3fd05f8], cl
* 0xa0442a2	40-d0-97-fb	bf8833564f66850c571414af9cdda0ce	fbc1aa9ca0518d04187ede6ac049fb2c	1	False	VMWare Swap	0x6e78aa24	N/A
